# Original Entry By: Andrew Maitland
# Entry Date: Feb 2013

# COMMENT: Bite Secondary?
Adaro	SOURCEPAGE:p.7
Icy Missile (Su) As a swift action, the ice yai can
fire a dart of ice from its third eye. This dart is a
ranged touch attack (+20 attack bonus), dealing 4d6
points of cold damage on a hit. This attack has a range
of 180 feet with no range increment.
Staggering Strikes (Ex) An ice yai can strike twice per round
with its two Slam attacks. A creature struck by
more than two of these Slam attacks in a round must make
a DC 28 Fortitude save or be staggered for 1 round. The
save DC is Strength-based.
The ice yai is a sinister creature that combines the brutality
of a frost giant with the grace and style of a skilled martial
artist. Although its magical powers are formidable, it
prefers to fight in melee using its Slam attacks, leading its
minions in merciless combat. It uses its mobility to cast
combat spells or launch shards of ice from its third eye.
An ice yai is a natural leader among frost giants, tempering
their savagery with its own wisdom. A tribe led by an ice
yai may still raid settlements of neighboring humanoids,
but the tribe soon learns the value of establishing regular
tributes and willing sacrifices-the ice yai teach that
methods that rely upon the threat of violence are often even
more effective than actual violence. Despite this strangely
enlightened philosophy, an ice yai never passes up an
opportunity to reinforce its capacity for slaughter, and will
often demand that its subjects take part in show battles, both
for the entertainment of the tribe and to nurture the ice yai's
insatiable ego and sense of dominion over its subjects.
207
Oni, Fire Yai-Oni, Ice Yai
Oni, Kuwa
This golden-skinned fiend has horns, fangs, and bulging eyes. It
grips a spiked club in its four-fingered Claws.
KUWA
	CR:4
	XP:1,200
	KIT:1|LE
	SIZE:M
	RACETYPE:Outsider
 (human, native, oni, shapechanger)
	VISION:Darkvision (60')|Low-Light Vision
Perception +10
DEFENSE
		BONUS:COMBAT|AC|
19, touch 10, flat-footed 19 (+8 armor, +1|TYPE=NaturalArmor
	MONSTERCLASS::
42 (5d10+15)
regeneration 5 (acid or fire)
Fort +7, Ref +4, Will +6
SR 15
OFFENSE
	MOVE:Walk,30 ft. (40 ft. without armor)

	NATURALATTACKS:,Natural.Melee.Weapon,*,
mwk greatclub +10 (1d10+6) or
2 Claws +9 (1d6+6)
Ranged mwk composite longbow +9 (1d8+4/?3)
Spell-Like Abilities (CL 5th
concentration +8)
3/day-darkness, fly
1/day-charm person (DC 14), deep slumber (DC 16),
invisibility (self only)
STATISTICS
	BONUS:STAT|STR|0
	BONUS:STAT|DEX|0
	BONUS:STAT|CON|0
	BONUS:STAT|INT|0
	BONUS:STAT|WIS|0
	BONUS:STAT|CHA|0
	ABILITY:Internal|AUTOMATIC|Default Traits ~ 
Str 18, Dex 17, Con 16, Int 12, Wis 15, Cha 17
Base Atk +5
CMB +9
CMD 22
Feats Cleave, Combat Reflexes, Power Attack
Skills Bluff +11, Disguise +7, Intimidate +11, Knowledge
(arcana) +9, Perception +10, Sense Motive +10,
Spellcraft +3, Stealth +4, Use Magic Device +11
	AUTO:LANG|Common
SQ change shape (any human
alter self )
ECOLOGY
Environment any
Organization solitary or gang (1 plus 3-10
humans of 1st-3rd level)
Treasure standard (masterwork half-plate,
masterwork greatclub, masterwork composite longbow
[+4 Str] with 20 arrows, other treasure)
While the majority of oni tend to be larger than life, and
thus often end up having associations with giants and
other enormous humanoids, not all of them are born into
physical bodies that match their boundless appetites for
cruelty. The kuwa are an example of this, for they are oni
who clothe themselves in human f lesh. While their true
forms remain unmistakably fiendish, with golden skin,
Claws, and monstrous visages with short sharp horns,
kuwa are most at home living in disguise among humans.
As with most oni, they generally avoid their own kind,
and instead seek positions of power in human cities, often
as guard captains, guildmasters (particularly of thieves'
guilds), and aristocrats. Most kuwa avoid taking on the
role of a spellcaster unless they possess class levels in an
appropriate class. Likewise, all but the most ambitious
kuwa avoid positions of true authority, such as king or
mayor. Kuwa are most comfortable in the upper echelon of
command, but avoid positions so important that they have
too many eyes on them. To a kuwa, a position of leadership
that doesn't allow frequent abuse of that power is a waste,
and by aiming for less publicly visible positions, the kuwa
increases its opportunities for such abuse.
Once a kuwa secures a position in a human society, the
accumulation of wealth becomes its primary motivation. A
kuwa wants to live a life of decadence and sensual pleasure,
and like any oni, it wants to propagate its own kind. Its
strength and magical powers enable it to easily dominate
normal folk, allowing it to gather groups of thuggish, likeminded
humans to lead in banditry and worse.
A typical kuwa stands about 6 feet in height and weighs
190 pounds.
208
Illustration by Michele Chang
Oni, Spirit
This evil-looking animated mask shows the face of a horned
fiend, its eyes popping and its leering smile full of fangs.
SPIRIT ONI
	CR:2
	XP:600
	KIT:1|NE
	SIZE:T
	RACETYPE:Outsider
 (native, oni)
	VISION:Darkvision (60')|detect magic;
Perception +7
DEFENSE
		BONUS:COMBAT|AC|
17, touch 16, flat-footed 13 (+4 Dex, +1|TYPE=NaturalArmor,
+2 size)
	MONSTERCLASS::
19 (3d10+3)

	BONUS:VAR|FastHealingRate|2
Fort +2, Ref +7, Will +4
OFFENSE
	MOVE:Walk,10,Fly,30 ft. (good)

	NATURALATTACKS:,Natural.Melee.Weapon,*,
Bite +9 (1d4-2), Gore +9 (1d4-2 plus poison)

	Special Attacks:poison
Spell-Like Abilities (CL 6th
concentration +8)
Constant-detect magic
At will-invisibility (self only), mage hand
1/day-command (DC 13), sleep (DC 13)
1/week-commune (CL 12th, 6 questions)
STATISTICS
	BONUS:STAT|STR|0
	BONUS:STAT|DEX|0
	BONUS:STAT|CON|0
	BONUS:STAT|INT|0
	BONUS:STAT|WIS|0
	BONUS:STAT|CHA|0
	ABILITY:Internal|AUTOMATIC|Default Traits ~ 
Str 6, Dex 19, Con 12, Int 13, Wis 12, Cha 15
Base Atk +3
CMB +5
CMD 13 (can't be tripped)
Feats Improved Initiative, Weapon Finesse
Skills Acrobatics +7, Bluff +8, Fly +16, Knowledge (arcana) +7,
Perception +7, Sense Motive +7, Spellcraft +4, Stealth +17
	AUTO:LANG|Common
SQ mask symbiosis
ECOLOGY
Environment any
Organization solitary, pair, or rack (3-12)
Treasure standard
SPECIAL ABILITIES
Mask Symbiosis (Ex) A spirit oni can be worn as a mask
by a willing
	SIZE:S
	or
	SIZE:M
	creature. While worn in
this way, the wearer can see through the oni's eyes and
speak through its mouth, although the wearer retains its
own senses and voice. The spirit oni remains a separate
creature, and must detach from its host's face (as a move
action) if it wishes to take any action of its own (including
attacking or using a spell-like ability). While a spirit oni is
worn as a mask, it grants a +2 insight bonus on its host's
Perception checks.
Poison (Ex) Gore-injury
save Fort DC 12
frequency 1/round
for 6 rounds
effect 1d2 Cha
cure 2 consecutive saves.
Most oni that emerge on the Material Plane do so into a
new body of humanoid f lesh, yet this is not the case for
all oni. Periodically, when an evil spellcaster wishes to
engage the servitude of an oni as a familiar, the result
is something relatively unusual-an oni made f lesh
directly from its spiritual form rather than one who takes
the features of a humanoid as its own.
Any lawful evil 7th-level spellcaster who takes the
Improved Familiar feat can gain a spirit oni as a familiar.
The ritual to gain such a familiar requires the spellcaster
to craft a particularly fiendish and fierce-looking
oni mask-this does not require a Craft check or any
additional expenditure of gold, and is assumed to be part
of the overall ritual for securing the familiar. When the
ritual is complete a raw oni spirit is lured into the mask,
which immediately transforms it into the animate, living
creature presented here.
While the ritual binds the oni to its new master, it
also robs the oni of its immediate chance to achieve a
human form. As a result, spirit oni are foul-tempered
and cantankerous creatures, even to their masters. They
must be regularly reprimanded and disciplined, lest
their jealousy and bitterness get the better of them.
When a spirit oni's master dies, the spirit oni gains
free will and the ability to make its own choices-but
the spirit oni's innate cowardice and dishonor usually
prevents it from taking its own life in hopes of returning
to true spirit form and then returning as a proper oni.
Rather than extinguishing themselves, such masterless
spirit oni seek out more powerful oni and offer their
services to their superiors, in hopes that they might
someday be granted a promotion from their lowly state
to something more bef itting their egos and desires.
209
Illustration by Jim Nelson
Oni, Kuwa-Oni, Spirit
Oni, Void Yai
This towering, three-eyed horned giant carries himself with the
self-assurance of an undefeated champion of countless wars.
VOID YAI
	CR:20
	XP:307,200
	KIT:1|LE
	SIZE:H
	RACETYPE:Outsider
 (giant, native, oni, shapechanger)
	VISION:Darkvision (60')|Low-Light Vision
true seeing;
Perception +29
DEFENSE
		BONUS:COMBAT|AC|
36, touch 9, flat-footed 35 (+9 armor, +1 Dex, +18|TYPE=NaturalArmor,
-2 size)
	MONSTERCLASS::
379 (23d10+253)
regeneration 15 (fire or good spells)
Fort +24, Ref +9, Will +21
Immune cold
	SR:31
OFFENSE
	MOVE:Walk,40,Fly,40 ft. (good)
60,Fly,60 ft. without armor

	NATURALATTACKS:,Natural.Melee.Weapon,*,
mwk greatclub +39/+34/+29/+24 (3d8+25/19-20) or
2 Slams +23 (2d6+25)
Ranged void missile +23 touch (6d6 plus energy drain)
	FACE:15
	REACH:15

	Special Attacks:commanding voice, energy drain (2 levels,
DC 28), void trap
Spell-Like Abilities (CL 20th
concentration +27)
Constant-fire shield (chill shield), fly, true seeing
At will-deeper darkness, gaseous form (self only), greater
dispel magic, greater teleport (self plus 50 lbs. of objects
only), invisibility (self only), minor creation, vision
3/day-cone of cold (DC 22), demand (DC 25), dominate
person (DC 22), major creation, mass charm monster (DC 25),
polar ray, teleport object (DC 24)
1/day-implosion (DC 26), plane shift (DC 24)
STATISTICS
	BONUS:STAT|STR|0
	BONUS:STAT|DEX|0
	BONUS:STAT|CON|0
	BONUS:STAT|INT|0
	BONUS:STAT|WIS|0
	BONUS:STAT|CHA|0
	ABILITY:Internal|AUTOMATIC|Default Traits ~ 
Str 44, Dex 15, Con 32, Int 18, Wis 23, Cha 25
Base Atk +23
CMB +42
CMD 54
Feats Awesome Blow, Cleave, Combat Reflexes, Critical
Focus, Improved Bull Rush, Improved Critical (greatclub),
Improved Initiative, Improved Vital Strike, Iron Will, Power
Attack, Staggering Critical, Weapon Finesse
Skills Acrobatics +17 (+25 when jumping), Bluff +30, Fly +20,
Intimidate +30, Knowledge (arcana) +27, Knowledge (history)
+24, Knowledge (nobility) +14, Knowledge (planes) +27,
Perception +29, Sense Motive +29, Spellcraft +24, Use Magic
Device +30
	AUTO:LANG|Common, Giant
SQ change shape (Large, Huge, or
	SIZE:G
	humanoid;
giant form II), void form
ECOLOGY
Environment cold or temperate mountains
Organization solitary
Treasure double (masterwork full plate, masterwork greatclub,
other treasure)
SPECIAL ABILITIES
Commanding Voice (Su) A void oni gains a +4 racial bonus
on the save DC of any charm or compulsion effects it uses
against humanoids.
Void Form (Su) A void yai may become incorporeal as a swift
action. In this form, it appears as a solid black shadow of its
true form. It gains the incorporeal subtype and incorporeal
defensive ability while in void form. Any gear or armor the
yai carries becomes incorporeal as well-it loses its AC
bonus from armor and natural armor, but gains a deflection
bonus to its 		BONUS:COMBAT|AC|
equal to its Charisma modifier (+7 for most
void yai, for an 		BONUS:COMBAT|AC|
of 16). It may still speak while incorporeal
and can still use its spell-like and special abilities.
Void Missile (Su) As a swift action, a void yai can launch a
bolt of darkness from its third eye. Damage caused by this
missile is negative energy damage. This attack has a range
of 180 feet with no range increment.
Void Trap (Su) When a void oni uses any teleportation effect
on itself (including its greater teleport and plane shift spelllike
abilities, but not its teleport object spell-like ability), it
can choose to arrive at its destination in void form as a free
action. When it does so, it leaves behind a temporary lesser
sphere of annihilation in a square of its choice that was part
of its space before it teleported. This sphere of annihilation
cannot be caused to move by other creatures, but the sphere
itself moves at a fly speed of 30 feet (perfect) toward the
closest
	SIZE:T
	or larger creature on the oni's next turn. If no
appropriate creature is within 30 feet, the sphere does not
move that round. If the sphere enters a square occupied by
a creature (or if a creature touches the sphere), that creature
is affected as if by a disintegrate spell (CL 20th, DC 23). Once
the sphere damages a creature with this effect, the sphere
vanishes-it also vanishes on its own after 24 hours in the
unlikely event that it never discharges on a creature. The
save DC is Charisma-based.
The concept of the void is a difficult one for many individuals
to grasp, for it encompasses more than just an absence
of anything. The concept of "void" as an element also
represents the heavens above, the dark places between
the stars, the nature of the spiritual world, and even the
capacity to create and envision new ideas. The void yai
represents all of these possibilities, interpreted in a way
that exemplifies the evil of the oni race.
Unlike lesser oni, the void yai does not represent any
single humanoid race-the closest it comes is perhaps
the rune giant, and certainly the void yai superficially
resembles monsters of legend, with its dark, heavily
muscled body, horns, and fangs. A void yai manifests
when the combination of an extremely powerful oni spirt
and an overwhelmingly evil location intersect at precisely
the right time. Rarely, an eldritch transformation
spontaneously elevates an exiSting yai to the vaunted
210
Illustration by Jim Nelson
status of void yai-whispers of vile rituals that an oni can
perform to quicken this transformation keep some sages
