# CVS $Revision$ $Author$ -- Tue Sep  4 07:13:30 2012 -- reformated by prettylst.pl v1.39 (build 15052)
# All Material Used from this Web Site - http://www.d20pfsrd.com/classes/core-classes/wizard/archetypes/paizo---wizard-archetypes/spellslinger
# ORIGINAL ENTRY: Andrew Maitland (LegacyKing)
# ORIGINAL ENTRY DATE: 2012-02-03

###Block: Alchemist ------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------ ------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
# Ability Name			Unique Key							Category of Ability		Type							Description																																																																																																																																											Source Page
BEASTMORPH				KEY:Alchemist Archetype ~ BEASTMORPH		CATEGORY:Archetype		TYPE:Archetype.AlchemistArchetype.AlchemistSwiftAlchemy.AlchemistPoisonResistance.AlchemistPoisonResistance4.AlchemistPoisonResistance6.AlchemistPoisonImmunity.AlchemistPersistentMutagen		PRECLASS:1,Alchemist=1	PREMULT:1,[PREABILITY:1,CATEGORY=Archetype,Alchemist Archetype ~ BEASTMORPH],[!PREABILITY:1,CATEGORY=Archetype,TYPE.AlchemistSwiftAlchemy,TYPE.AlchemistPoisonResistance,TYPE.AlchemistPoisonResistance4,TYPE.AlchemistPoisonResistance6,TYPE.AlchemistPoisonImmunity,TYPE.AlchemistPersistentMutagen]	DESC:Beastmorphs study the anatomy of monsters, learning how they achieve their strange powers. They use their knowledge to duplicate these abilities, but at the cost of taking on inhuman shapes when they use mutagens.																																																																																																								SOURCEPAGE:p.24	ABILITY:Special Ability|AUTOMATIC|Beastform Mutagen ~ Alchemist|PRECLASS:1,Alchemist=3	ABILITY:Special Ability|AUTOMATIC|Improved Beastform Mutagen ~ Alchemist|PRECLASS:1,Alchemist=6	ABILITY:Special Ability|AUTOMATIC|Greater Beastform Mutagen ~ Alchemist|PRECLASS:1,Alchemist=10	ABILITY:Special Ability|AUTOMATIC|Grand Beastform Mutagen ~ Alchemist|PRECLASS:1,Alchemist=14	ABILITY:Special Ability|AUTOMATIC|Discoveries ~ Alchemist
#
WORLD WALKER		KEY:Druid Archetype ~ WORLD WALKER		CATEGORY:Archetype		TYPE:Archetype.DruidArchetype.DruidTracklessStep.DruidResistNaturesLure.DruidVenomImmunity.DruidTimelessBody	PRECLASS:1,Druid=1	PREMULT:1,[PREABILITY:1,CATEGORY=Archetype,Druid Archetype ~ ],[!PREABILITY:1,CATEGORY=Archetype,TYPE.DruidTracklessStep,TYPE.DruidResistNaturesLure,TYPE.DruidVenomImmunity,TYPE.DruidTimelessBody]		DESC:While all druids traverse the wilderness with ease, the world walkers take it upon themselves to travel the entire world. Some act as messengers and scouts for druidic circles, while others have a seemingly unquenchable wanderlust; each new land provides new mysteries to discover and new wisdom to be gained from mastering those mysteries.																																																																																																								SOURCEPAGE:p.43	ABILITY:Special Ability|AUTOMATIC|Favored Terrain ~ WORLD WALKER|PRECLASS:1,Druid=3	ABILITY:Special Ability|AUTOMATIC|Path of Trees ~ WORLD WALKER|PRECLASS:1,Druid=9
#
# COMMENT: REDUCE NATURE'S LORE > Resist Nature's Lure
Favored Terrain		KEY:Favored Terrain ~ WORLD WALKER		CATEGORY:Special Ability	TYPE:Extraordinary.Archetype.DruidArchetype	DESC:At 3rd level, the world walker gains the ranger's favored terrain ability (Core Rulebook 65). She treats her druid level as her ranger level for this ability. If she has levels in both classes, both class's levels stack for determining the effect of this ability. This ability replaces trackless step and reduce nature's lore.																																																																																																										SOURCEPAGE:p.43
Path of Trees		KEY:Path of Trees ~ WORLD WALKER		CATEGORY:Special Ability	TYPE:Supernatural.Archetype.DruidArchetype	DESC:At 9th level, once a day, a wanderer can step within a tree and then teleport from that tree to another one in a manner similar to the tree stride spell (Core Rulebook 362). She gains an extra use of this ability each day at 12th level, and a third use of this ability at 15th level. Furthermore, a world walker of 13th level or higher can use this ability to teleport to any other tree of its type up to 100 miles away. This ability replaces both venom immunity and timeless body.																																																																																SOURCEPAGE:p.43




# older stuff


#
# Fighter
#

# Source - http://paizo.com/pathfinderRPG/prd/ultimateCombat/classArchetypes/fighter.html

Unarmed Fighter				KEY:Fighter Archetype ~ Unarmed Fighter		CATEGORY:Archetype		TYPE:Archetype.FighterArchetype.FighterWeaponProficiencies.FighterArmorProficiencies.FighterBonusFeats.FighterBravery.FighterWeaponTraining_ALL.FighterArmorTraining_ALL.FighterArmorMastery.FighterWeaponMastery				PRECLASS:1,Fighter=1							PREMULT:1,[PREABILITY:1,CATEGORY=Archetype,Fighter Archetype ~ Unarmed Fighter],[!PREABILITY:1,CATEGORY=Archetype,TYPE.FighterWeaponProficiencies,TYPE.FighterArmorProficiencies,TYPE.FighterBonusFeats,TYPE.FighterBravery,TYPE.FighterWeaponTraining_ALL,TYPE.FighterArmorTraining_ALL,TYPE.FighterArmorMastery,TYPE.FighterWeaponMastery]								DESC:Not all fighters need weapons to make their mark on the world. The unarmed fighter picks up a weapon only rarely, and when he does, he prefers the weapons of the monk. There are even those who mistake them for monks, but these fighters enter the fight without ki, and instead have a tough perseverance that few can rival.																																																																																																																																																																																																																																																																																																																																	AUTO:FEAT|Armor Proficiency (Light)|PRECLASS:1,Fighter=1						ABILITY:Special Ability|AUTOMATIC|Monk Weapon Proficiencies|PRECLASS:1,Fighter=1	ABILITY:FEAT|AUTOMATIC|Improved Unarmed Strike|PRECLASS:1,Fighter=1	ABILITY:Special Ability|AUTOMATIC|Harsh Training ~ Unarmed Fighter|PRECLASS:1,Fighter=2	ABILITY:Special Ability|AUTOMATIC|Tough Guy ~ Unarmed Fighter|PRECLASS:1,Fighter=3	ABILITY:Special Ability|AUTOMATIC|Weapon Training ~ Unarmed Fighter|PRECLASS:1,Fighter=5	ABILITY:Special Ability|AUTOMATIC|Clever Wrestler ~ Unarmed Fighter|PRECLASS:1,Fighter=7	ABILITY:Special Ability|AUTOMATIC|Trick Throw ~ Unarmed Fighter|PRECLASS:1,Fighter=9	ABILITY:Special Ability|AUTOMATIC|Takedown ~ Unarmed Fighter|PRECLASS:1,Fighter=11	ABILITY:Special Ability|AUTOMATIC|Eye Gouge ~ Unarmed Fighter|PRECLASS:1,Fighter=13	ABILITY:Special Ability|AUTOMATIC|Sucker Punch ~ Unarmed Fighter|PRECLASS:1,Fighter=17	ABILITY:Special Ability|AUTOMATIC|Sheer Toughness ~ Unarmed Fighter|PRECLASS:1,Fighter=19	ABILITY:Special Ability|AUTOMATIC|Weapon Mastery ~ Unarmed Fighter|PRECLASS:1,Fighter=20	BONUS:ABILITYPOOL|Fighter Bonus Feat|CL/2|PRECLASS:1,Fighter=1	BONUS:ABILITYPOOL|Unarmed Fighter Bonus Style Feat|1|PRECLASS:1,Fighter=1																																																																																																																																																																																																													COST:0	SOURCEPAGE:p.48	SOURCEPAGE:p.48

# Unarmed Fighter Abilities
Harsh Training				KEY:Harsh Training ~ Unarmed Fighter		CATEGORY:Special Ability	TYPE:SpecialQuality																																																																																																					DEFINE:UnarmedFighterHarshTrainingBonus|0	DESC:You gain a +%1 bonus on saving throws against effects that cause the exhausted, fatigued, or staggered conditions or temporary penalties to ability scores.|UnarmedFighterHarshTrainingBonus																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																BONUS:VAR|UnarmedFighterHarshTrainingBonus|(classlevel("Fighter")+2)/4																																																																																																																																																														SOURCEPAGE:p.48
Tough Guy					KEY:Tough Guy ~ Unarmed Fighter			CATEGORY:Special Ability	TYPE:SpecialQuality																																																																																																					DEFINE:UnarmedFighterToughGuyDR|0		DESC:You gain DR:%1/- against nonlethal damage or damage taken while he is grappled.|UnarmedFighterToughGuyDR																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																														BONUS:VAR|UnarmedFighterToughGuyDR|classlevel("Fighter")/2																																																																																																																																																																SOURCEPAGE:p.48
